Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Tennessee,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,All Sexes,All Ages,"29,886","249,109","29,453","15,969",564,"43,910",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,All Ages,"17,292","133,596","16,667","9,361",280,"24,868",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,Under 1 year,,"1,088",,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Male,0-17 years,18,"2,061",30,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Male,1-4 years,,218,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Male,5-14 years,,347,12,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Male,15-24 years,39,"2,490",55,12,0,82,
1/21/2021,1/1/2020,1/16/2021,Texas,Male,18-29 years,108,"4,026",127,45,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Male,25-34 years,203,"4,081",186,98,,299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Male,30-49 years,"1,326","12,139","1,019",629,29,"1,744",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,35-44 years,563,"5,609",465,274,10,764,
1/21/2021,1/1/2020,1/16/2021,Texas,Male,45-54 years,"1,501","10,539","1,164",750,30,"1,944",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,50-64 years,"3,893","28,305","3,457","2,053",80,"5,375",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,55-64 years,"3,026","22,159","2,736","1,593",64,"4,231",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,65-74 years,"4,511","30,667","4,442","2,592",61,"6,420",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,75-84 years,"4,484","31,403","4,509","2,505",67,"6,551",
1/21/2021,1/1/2020,1/16/2021,Texas,Male,85 years and over,"2,952","24,995","3,083","1,535",34,"4,533",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,All Ages,"12,593","115,507","12,785","6,607",284,"19,041",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,Under 1 year,,860,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,0-17 years,13,"1,434",22,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,1-4 years,,171,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,5-14 years,,238,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,15-24 years,27,841,29,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,18-29 years,65,"1,433",67,34,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,25-34 years,106,"1,694",98,49,,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Female,30-49 years,662,"6,491",660,344,31,"1,008",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,35-44 years,308,"3,034",306,152,17,478,
1/21/2021,1/1/2020,1/16/2021,Texas,Female,45-54 years,759,"6,124",759,410,32,"1,140",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,50-64 years,"2,187","17,406","2,273","1,230",71,"3,300",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,55-64 years,"1,720","13,802","1,811",988,49,"2,591",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,65-74 years,"2,858","22,149","2,937","1,616",62,"4,238",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,75-84 years,"3,234","28,483","3,362","1,757",57,"4,889",
1/21/2021,1/1/2020,1/16/2021,Texas,Female,85 years and over,"3,574","38,111","3,464","1,622",50,"5,464",
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,75-84 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Texas,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,All Sexes,All Ages,"1,478","22,350","1,626",626,54,"2,532",
1/21/2021,1/1/2020,1/16/2021,Utah,Male,All Ages,899,"11,819",945,409,36,"1,471",
1/21/2021,1/1/2020,1/16/2021,Utah,Male,Under 1 year,0,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,0-17 years,0,245,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,1-4 years,0,20,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Male,5-14 years,0,39,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,15-24 years,,245,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,18-29 years,,375,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,25-34 years,10,408,,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,30-49 years,55,"1,135",54,25,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,35-44 years,27,559,28,12,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,45-54 years,57,773,53,28,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,50-64 years,147,"1,954",163,75,11,246,
1/21/2021,1/1/2020,1/16/2021,Utah,Male,55-64 years,111,"1,525",128,58,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,65-74 years,217,"2,379",233,113,,341,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,75-84 years,258,"2,842",272,124,,412,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Male,85 years and over,215,"2,889",211,70,,360,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,All Ages,579,"10,531",681,217,18,"1,061",
1/21/2021,1/1/2020,1/16/2021,Utah,Female,Under 1 year,0,121,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,0-17 years,0,187,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,1-4 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,5-14 years,0,32,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,15-24 years,,96,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,18-29 years,,164,10,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,25-34 years,,219,11,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,30-49 years,32,672,39,13,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,35-44 years,16,335,22,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,45-54 years,27,472,31,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,50-64 years,66,"1,278",105,30,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,55-64 years,50,"1,013",87,26,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,65-74 years,119,"1,707",147,61,,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,75-84 years,152,"2,684",183,59,,280,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Female,85 years and over,208,"3,839",195,53,,354,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,All Ages,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,Under 1 year,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,0-17 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Utah,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,All Sexes,All Ages,115,"6,069",282,25,18,390,
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,All Ages,59,"3,161",156,16,10,209,
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,0-17 years,0,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,15-24 years,0,31,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,18-29 years,0,54,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,25-34 years,0,79,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,30-49 years,,222,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,35-44 years,,103,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,45-54 years,,185,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,50-64 years,,568,17,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,55-64 years,,453,12,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,65-74 years,12,681,32,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,75-84 years,23,792,48,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Male,85 years and over,17,824,56,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,All Ages,56,"2,908",126,,,181,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,15-24 years,0,13,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,18-29 years,0,28,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,25-34 years,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,30-49 years,,119,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,35-44 years,,63,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,45-54 years,,99,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,50-64 years,0,313,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,55-64 years,0,254,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,65-74 years,,453,17,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,75-84 years,18,701,34,,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Female,85 years and over,29,"1,285",67,,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,All Ages,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,Under 1 year,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,0-17 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Vermont,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Virginia,All Sexes,All Ages,"5,914","80,256","5,338","2,214",153,"9,183",
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,All Ages,"3,051","41,223","2,883","1,271",84,"4,742",
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,Under 1 year,0,267,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,0-17 years,0,473,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,1-4 years,0,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,5-14 years,0,77,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,15-24 years,,644,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,18-29 years,,"1,092",16,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,25-34 years,15,"1,184",24,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,30-49 years,108,"3,278",106,49,,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,35-44 years,41,"1,575",43,16,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,45-54 years,141,"2,699",132,66,,213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,50-64 years,493,"8,022",488,228,20,773,
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,55-64 years,407,"6,373",406,191,15,637,
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,65-74 years,702,"9,045",690,319,23,"1,094",
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,75-84 years,890,"10,220",866,385,15,"1,385",
1/21/2021,1/1/2020,1/16/2021,Virginia,Male,85 years and over,851,"9,093",714,287,16,"1,292",
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,All Ages,"2,862","39,029","2,454",942,69,"4,440",
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,Under 1 year,0,243,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,0-17 years,0,373,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,1-4 years,0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,5-14 years,0,50,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,15-24 years,,217,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,18-29 years,,382,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,25-34 years,,504,16,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,30-49 years,58,"1,834",75,22,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,35-44 years,31,873,40,15,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,45-54 years,81,"1,769",88,29,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,50-64 years,270,"5,218",345,121,19,513,
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,55-64 years,209,"4,112",278,95,17,409,
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,65-74 years,483,"6,749",496,217,,769,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,75-84 years,767,"9,837",655,268,15,"1,167",
1/21/2021,1/1/2020,1/16/2021,Virginia,Female,85 years and over,"1,282","14,636",869,312,20,"1,858",
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Virginia,Unknown,45-54 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
